state,county_name,countyfp,total_reg_count,active_reg_count,inactive_reg_count,active_percentage,inactive_percentage,active_reg_percentage,inactive_reg_percentage
CO,RIO BLANCO,103,4464,4348,116,0.974,0.026,0.9740143369175627,0.025985663082437275
CO,RIO GRANDE,105,8145,7931,214,0.9737,0.0263,0.9737262124002456,0.026273788
CO,ROUTT,107,19638,19242,396,0.9798,0.0202,0.9798350137488543,0.020164986
CO,SAGUACHE,109,4574,4488,86,0.9812,0.0188,0.9811980760822038,0.018801924
CO,SAN JUAN,111,704,702,2,0.9972,0.0028,0.9971590909090909,0.002840909
CO,SAN MIGUEL,113,5982,5920,62,0.9896,0.0104,0.9896355733868272,0.010364426613172852
CO,SEDGWICK,115,1688,1649,39,0.9769,0.0231,0.9768957345971564,0.023104265
CO,SUMMIT,117,21421,21235,186,0.9913,0.0087,0.9913169319826338,0.008683068
CO,TELLER,119,19312,18966,346,0.9821,0.0179,0.9820836785418393,0.017916321
CO,WASHINGTON,121,3295,3234,61,0.9815,0.0185,0.9814871016691957,0.018512898
CO,WELD,123,231484,225784,5700,0.9754,0.0246,0.9753762679062051,0.024623732093794818
CO,YUMA,125,5830,5711,119,0.9796,0.0204,0.9795883361921098,0.020411663807890223
CT,FAIRFIELD,1,621876,576548,45328,0.9271,0.0729,0.9271108709774939,0.072889129
CT,HARTFORD,3,604709,570370,34339,0.9432,0.0568,0.9432140087215504,0.056785991
CT,LITCHFIELD,5,134936,127066,7870,0.9417,0.0583,0.9416760538329282,0.058323946167071795
CT,MIDDLESEX,7,126840,115375,11465,0.9096,0.0904,0.9096105329549038,0.090389467
CT,NEW HAVEN,9,556534,509746,46788,0.9159,0.0841,0.9159296646745752,0.084070335
CT,NEW LONDON,11,186663,174748,11915,0.9362,0.0638,0.9361683890219272,0.063831611
CT,TOLLAND,13,104018,97251,6767,0.9349,0.0651,0.9349439520083063,0.065056048
CT,WINDHAM,15,78584,73402,5182,0.9341,0.0659,0.9340578234755167,0.065942177
DC,DISTRICT OF COLUMBIA,1,531851,429735,102116,0.808,0.192,0.8079988568226816,0.19200114317731845
DE,KENT,1,136705,128681,8024,0.9413,0.0587,0.9413042683149848,0.058695732
DE,NEW CASTLE,3,416525,394468,22057,0.947,0.053,0.9470451953664246,0.052954804633575416
DE,SUSSEX,5,200692,192835,7857,0.9609,0.0391,0.960850457,0.039149543
FL,ALACHUA,1,184923,161290,23633,0.8722,0.1278,0.8722008619803918,0.12779913801960816
FL,BAKER,3,18952,18163,789,0.9584,0.0416,0.9583685099197974,0.041631490080202616
FL,BAY,5,131343,123133,8210,0.9375,0.0625,0.9374919104938977,0.06250809
FL,BRADFORD,7,18622,17868,754,0.9595,0.0405,0.9595102566856406,0.040489743
FL,BREVARD,9,473152,427791,45361,0.9041,0.0959,0.9041301738130664,0.095869826
FL,BROWARD,11,1256008,1096921,159087,0.8733,0.1267,0.8733391825529774,0.12666081744702262
FL,CALHOUN,13,7945,7567,378,0.9524,0.0476,0.9524229074889868,0.047577093
FL,CHARLOTTE,15,158021,144106,13915,0.9119,0.0881,0.9119420836471102,0.088057916
FL,CITRUS,17,127063,116048,11015,0.9133,0.0867,0.91331072,0.08668928
FL,CLAY,19,170056,151727,18329,0.8922,0.1078,0.8922178576468928,0.10778214235310721
FL,COLLIER,21,260542,247367,13175,0.9494,0.0506,0.9494323372047501,0.050567663
FL,COLUMBIA,23,45604,40660,4944,0.8916,0.1084,0.8915884571528814,0.10841154284711868
FL,DESOTO,27,17827,17000,827,0.9536,0.0464,0.9536096931620576,0.046390306837942444
FL,DIXIE,29,11058,10435,623,0.9437,0.0563,0.9436606981370953,0.056339302
FL,DUVAL,31,674662,633205,41457,0.9386,0.0614,0.938551452,0.061448547569004926
FL,ESCAMBIA,33,236374,203009,33365,0.8588,0.1412,0.8588465736502323,0.14115342634976774
FL,FLAGLER,35,104731,94094,10637,0.8984,0.1016,0.8984350383363092,0.10156496166369079
FL,FRANKLIN,37,8296,7307,989,0.8808,0.1192,0.8807859209257474,0.11921407907425265
FL,GADSDEN,39,30708,26121,4587,0.8506,0.1494,0.8506252442360297,0.1493747557639703
FL,GILCHRIST,41,13859,12604,1255,0.9094,0.0906,0.9094451259109604,0.090554874
FL,GLADES,43,7374,6613,761,0.8968,0.1032,0.8967995660428533,0.10320043395714673
FL,GULF,45,11428,10648,780,0.9317,0.0683,0.9317465873293664,0.068253413
FL,HAMILTON,47,7890,6948,942,0.8806,0.1194,0.8806083650190114,0.11939163498098859
FL,HARDEE,49,12669,11427,1242,0.902,0.098,0.9019654274212645,0.098034573
FL,HENDRY,51,21709,17283,4426,0.7961,0.2039,0.7961214242940716,0.2038785757059284
FL,HERNANDO,53,153267,138402,14865,0.903,0.097,0.9030123901426922,0.09698761
FL,HIGHLANDS,55,69545,62050,7495,0.8922,0.1078,0.8922280537781293,0.10777194622187074
FL,HILLSBOROUGH,57,945904,821402,124502,0.8684,0.1316,0.8683777634939698,0.13162223650603022
FL,HOLMES,59,12216,10489,1727,0.8586,0.1414,0.8586280288146693,0.1413719711853307
FL,INDIAN RIVER,61,122410,114595,7815,0.9362,0.0638,0.9361571767012499,0.063842823
FL,JACKSON,63,29530,26078,3452,0.8831,0.1169,0.8831019302404335,0.11689806975956654
FL,JEFFERSON,65,9866,9512,354,0.9641,0.0359,0.964119197,0.035880803
FL,LAFAYETTE,67,4652,4202,450,0.9033,0.0967,0.9032674118658641,0.096732588
FL,LAKE,69,299838,258940,40898,0.8636,0.1364,0.8635996771589992,0.13640032284100082
FL,LEE,71,533536,468115,65421,0.8774,0.1226,0.8773822197564926,0.12261778024350747
FL,LEON,73,210480,193720,16760,0.9204,0.0796,0.9203724819460282,0.079627518
FL,LEVY,75,32880,29350,3530,0.8926,0.1074,0.892639903,0.10736009732360097
FL,LIBERTY,77,4570,4265,305,0.9333,0.0667,0.9332603938730853,0.066739606
FL,MADISON,79,12036,11436,600,0.9501,0.0499,0.9501495513459621,0.049850448654037885
FL,MANATEE,81,295393,267459,27934,0.9054,0.0946,0.9054344551157272,0.094565545
FL,MARION,83,290548,260240,30308,0.8957,0.1043,0.8956867712047579,0.10431322879524209
FL,MARTIN,85,119014,111207,7807,0.9344,0.0656,0.9344026753155091,0.065597325
FL,MIAMI-DADE,86,1574677,1464694,109983,0.9302,0.0698,0.9301552000823026,0.0698448
FL,MONROE,87,56796,49925,6871,0.879,0.121,0.8790231706458201,0.12097682935417987
FL,NASSAU,89,80894,75393,5501,0.932,0.068,0.9319974287338987,0.068002571
FL,OKALOOSA,91,155260,139620,15640,0.8993,0.1007,0.8992657477779209,0.10073425222207909
FL,OKEECHOBEE,93,23448,19780,3668,0.8436,0.1564,0.8435687478676219,0.15643125213237802
FL,ORANGE,95,888815,785521,103294,0.8838,0.1162,0.88378459,0.11621541
FL,OSCEOLA,97,275986,232571,43415,0.8427,0.1573,0.8426912959353011,0.15730870406469893
FL,PALM BEACH,99,998397,874264,124133,0.8757,0.1243,0.8756676953155909,0.1243323046844091
FL,PASCO,101,434448,388755,45693,0.8948,0.1052,0.8948251574411668,0.10517484255883328
FL,PINELLAS,103,687744,609213,78531,0.8858,0.1142,0.885813617,0.11418638330541597
FL,POLK,105,500579,443511,57068,0.886,0.114,0.8859960166127624,0.11400398338723758
FL,PUTNAM,107,53051,44719,8332,0.8429,0.1571,0.8429435825903376,0.1570564174096624
FL,SANTA ROSA,113,149418,131632,17786,0.881,0.119,0.88096481,0.11903518987002905
FL,SARASOTA,115,346994,315712,31282,0.9098,0.0902,0.9098485852781316,0.090151415
FL,SEMINOLE,117,343520,329943,13577,0.9605,0.0395,0.9604768281322776,0.039523171867722404
FL,ST. JOHNS,109,244677,224573,20104,0.9178,0.0822,0.9178345328739522,0.082165467
FL,ST. LUCIE,111,255498,231322,24176,0.9054,0.0946,0.9053769501131125,0.09462305
FL,SUMTER,119,125290,121554,3736,0.9702,0.0298,0.9701811796631814,0.02981882
FL,SUWANNEE,121,29468,26109,3359,0.886,0.114,0.8860119451608525,0.11398805483914755
FL,TAYLOR,123,13084,11289,1795,0.8628,0.1372,0.8628095383674718,0.13719046163252827
FL,UNION,125,7707,7028,679,0.9119,0.0881,0.9118982742960945,0.088101726
FL,VOLUSIA,127,425806,369121,56685,0.8669,0.1331,0.866875995,0.13312400482848996
FL,WAKULLA,129,24899,23025,1874,0.9247,0.0753,0.9247359331700068,0.075264067
FL,WALTON,131,64326,57675,6651,0.8966,0.1034,0.8966047943288872,0.10339520567111277
FL,WASHINGTON,133,16793,14187,2606,0.8448,0.1552,0.8448162925028285,0.15518370749717145
GA,APPLING,1,12196,11147,1049,0.914,0.086,0.9139881928501148,0.086011807
GA,ATKINSON,3,4741,4253,488,0.8971,0.1029,0.8970681290866905,0.10293187091330942
GA,BACON,5,6803,6327,476,0.93,0.07,0.9300308687343819,0.069969131
GA,BAKER,7,2194,2019,175,0.9202,0.0798,0.9202370100273473,0.07976299
GA,BALDWIN,9,27921,25308,2613,0.9064,0.0936,0.9064145267003331,0.093585473
GA,BANKS,11,14724,13502,1222,0.917,0.083,0.9170062483020919,0.082993752
GA,BARROW,13,64203,59264,4939,0.9231,0.0769,0.9230721305857982,0.076927869
GA,BARTOW,15,83421,76412,7009,0.916,0.084,0.915980389,0.084019611
GA,BEN HILL,17,10652,9842,810,0.924,0.076,0.9239579421704844,0.076042058
GA,BERRIEN,19,12198,11136,1062,0.9129,0.0871,0.9129365469749139,0.087063453
GA,BIBB,21,112562,100918,11644,0.8966,0.1034,0.8965547875837316,0.10344521241626836
GA,BLECKLEY,23,8329,7787,542,0.9349,0.0651,0.9349261616040341,0.065073838
GA,BRANTLEY,25,12535,11410,1125,0.9103,0.0897,0.9102512963701636,0.089748704
GA,BROOKS,27,11262,10104,1158,0.8972,0.1028,0.8971763452317528,0.1028236547682472
GA,BRYAN,29,34451,31708,2743,0.9204,0.0796,0.9203796696757713,0.07962033
GA,BULLOCH,31,50446,45660,4786,0.9051,0.0949,0.9051262736391389,0.094873726
GA,BURKE,33,17055,15502,1553,0.9089,0.0911,0.9089416593374376,0.091058341
GA,BUTTS,35,18483,17103,1380,0.9253,0.0747,0.9253367959746794,0.074663204
GA,CALHOUN,37,3075,2867,208,0.9324,0.0676,0.9323577235772358,0.067642276
GA,CAMDEN,39,38530,34266,4264,0.8893,0.1107,0.8893329872826369,0.1106670127173631
GA,CANDLER,43,6954,6319,635,0.9087,0.0913,0.9086856485475985,0.091314351
GA,CARROLL,45,90728,82789,7939,0.9125,0.0875,0.9124966934132792,0.087503307
GA,CATOOSA,47,48078,44122,3956,0.9177,0.0823,0.9177170431382337,0.082282957
GA,CHARLTON,49,6863,6121,742,0.8919,0.1081,0.8918840157365584,0.10811598426344164
GA,CHATHAM,51,216870,195916,20954,0.9034,0.0966,0.9033799050122193,0.096620095
GA,CHATTAHOOCHEE,53,4031,3128,903,0.776,0.224,0.7759861076655916,0.22401389233440833
GA,CHATTOOGA,55,15688,14457,1231,0.9215,0.0785,0.9215323814380418,0.078467619
GA,CHEROKEE,57,209769,193720,16049,0.9235,0.0765,0.9234920317110726,0.076507968
GA,CLARKE,59,76700,69149,7551,0.9016,0.0984,0.9015514993481095,0.098448501
GA,CLAY,61,2109,1898,211,0.9,0.1,0.8999525841631105,0.10004741583688952
GA,CLAYTON,63,199019,173582,25437,0.8722,0.1278,0.8721880825448827,0.12781191745511736
GA,CLINCH,65,4314,3912,402,0.9068,0.0932,0.9068150208623088,0.093184979
GA,COBB,67,545843,496625,49218,0.9098,0.0902,0.9098312152029063,0.090168785
GA,COFFEE,69,25291,22776,2515,0.9006,0.0994,0.900557511,0.099442489
GA,COLQUITT,71,27266,24677,2589,0.905,0.095,0.9050465781559451,0.094953422
GA,COLUMBIA,73,114871,106301,8570,0.9254,0.0746,0.9253945730428046,0.074605427
GA,COOK,75,11233,10312,921,0.918,0.082,0.9180094364817947,0.081990564
GA,COWETA,77,113791,105431,8360,0.9265,0.0735,0.926531975,0.073468025
GA,CRAWFORD,79,9022,8380,642,0.9288,0.0712,0.928840612,0.071159388
GA,CRISP,81,13429,12003,1426,0.8938,0.1062,0.8938118996202249,0.10618810037977511
GA,DADE,83,13368,11101,2267,0.8304,0.1696,0.8304159186116098,0.16958408138839018
GA,DAWSON,85,25236,23352,1884,0.9253,0.0747,0.9253447456015217,0.074655254
GA,DECATUR,87,17551,15717,1834,0.8955,0.1045,0.8955045296564298,0.10449547034357017
GA,DEKALB,89,537929,473333,64596,0.8799,0.1201,0.8799172381485288,0.1200827618514711
GA,DODGE,91,12105,11224,881,0.9272,0.0728,0.9272201569599339,0.072779843
GA,DOOLY,93,6276,5748,528,0.9159,0.0841,0.9158699808795411,0.084130019
GA,DOUGHERTY,95,62677,55531,7146,0.886,0.114,0.8859868851412799,0.11401311485872011
GA,DOUGLAS,97,105421,92632,12789,0.8787,0.1213,0.8786864097286119,0.12131359027138805
GA,EARLY,99,7374,6616,758,0.8972,0.1028,0.8972064008679143,0.1027935991320857
GA,ECHOLS,101,2177,1989,188,0.9136,0.0864,0.913642627,0.086357373
GA,EFFINGHAM,103,49977,46460,3517,0.9296,0.0704,0.9296276287092062,0.070372371
GA,ELBERT,105,13760,12848,912,0.9337,0.0663,0.9337209302325581,0.06627907
GA,EMANUEL,107,14784,13586,1198,0.919,0.081,0.9189664502164502,0.08103355
GA,EVANS,109,6696,6215,481,0.9282,0.0718,0.9281660692951016,0.071833931
GA,FANNIN,111,21118,19607,1511,0.9284,0.0716,0.9284496637939199,0.071550336
GA,FAYETTE,113,95832,88556,7276,0.9241,0.0759,0.9240754653977794,0.075924535
GA,FLOYD,115,64153,58288,5865,0.9086,0.0914,0.9085779308839805,0.091422069
GA,FORSYTH,117,174643,162841,11802,0.9324,0.0676,0.9324221411679827,0.067577859
GA,FRANKLIN,119,17183,15817,1366,0.9205,0.0795,0.9205028225571786,0.079497177
GA,FULTON,121,824963,708295,116668,0.8586,0.1414,0.8585778998573269,0.14142210014267306
GA,GILMER,123,24549,22881,1668,0.9321,0.0679,0.9320542588292802,0.067945741
GA,GLASCOCK,125,2130,1997,133,0.9376,0.0624,0.9375586854460094,0.062441315
GA,GLYNN,127,63963,58364,5599,0.9125,0.0875,0.9124650188390163,0.087534981
GA,GORDON,129,40572,37496,3076,0.9242,0.0758,0.9241841664201913,0.075815834
GA,GRADY,131,15884,14314,1570,0.9012,0.0988,0.9011583983883152,0.098841602
GA,GREENE,133,16523,15533,990,0.9401,0.0599,0.9400835199418992,0.05991648
GA,GWINNETT,135,611802,557153,54649,0.9107,0.0893,0.9106753492142883,0.089324651
GA,HABERSHAM,137,32103,30129,1974,0.9385,0.0615,0.9385104195869545,0.06148958
GA,HALL,139,146167,134937,11230,0.9232,0.0768,0.9231700725882039,0.076829927
GA,HANCOCK,141,6118,5769,349,0.943,0.057,0.9429552141222621,0.057044786
GA,HARALSON,143,23513,21466,2047,0.9129,0.0871,0.9129417768893804,0.087058223
GA,HARRIS,145,28887,26833,2054,0.9289,0.0711,0.9288953508498633,0.071104649
GA,HART,147,19603,18193,1410,0.9281,0.0719,0.928072234,0.071927766
GA,HEARD,149,8825,8219,606,0.9313,0.0687,0.9313314447592068,0.068668555
GA,HENRY,151,185773,167756,18017,0.903,0.097,0.9030160464653099,0.096983954
GA,HOUSTON,153,116835,107334,9501,0.9187,0.0813,0.9186801900115548,0.08131981
GA,IRWIN,155,6273,5743,530,0.9155,0.0845,0.9155109198150805,0.08448908
GA,JACKSON,157,64558,59266,5292,0.918,0.082,0.9180272003469748,0.0819728
GA,JASPER,159,12357,11422,935,0.9243,0.0757,0.924334385,0.075665615
GA,JEFF DAVIS,161,8823,8102,721,0.9183,0.0817,0.918281764,0.081718236
GA,JEFFERSON,163,11528,10648,880,0.9237,0.0763,0.9236641221374046,0.076335878
GA,JENKINS,165,5264,4840,424,0.9195,0.0805,0.9194528875379939,0.080547112
GA,JOHNSON,167,5750,5311,439,0.9237,0.0763,0.9236521739130434,0.076347826
GA,JONES,169,21720,20407,1313,0.9395,0.0605,0.939548803,0.060451197
GA,LAMAR,171,15035,13872,1163,0.9226,0.0774,0.9226471566345195,0.077352843
GA,LANIER,173,6210,5633,577,0.9071,0.0929,0.907085346,0.092914654
GA,LAURENS,175,34631,32385,2246,0.9351,0.0649,0.935144812,0.064855188
GA,LEE,177,24343,22224,2119,0.913,0.087,0.9129523887770612,0.087047611
GA,LIBERTY,179,39221,34173,5048,0.8713,0.1287,0.8712934397389154,0.12870656026108462
GA,LINCOLN,181,6525,6069,456,0.9301,0.0699,0.9301149425287356,0.069885057
GA,LONG,183,11613,10160,1453,0.8749,0.1251,0.8748815982089038,0.12511840179109618
GA,LOWNDES,185,77249,68865,8384,0.8915,0.1085,0.8914678507165141,0.10853214928348587
GA,LUMPKIN,187,24542,22485,2057,0.9162,0.0838,0.9161845000407465,0.0838155
GA,MACON,193,7196,6722,474,0.9341,0.0659,0.934130072,0.065869928
GA,MADISON,195,23023,21543,1480,0.9357,0.0643,0.9357164574555878,0.064283543
GA,MARION,197,5095,4692,403,0.9209,0.0791,0.9209028459273798,0.079097154
GA,MCDUFFIE,189,16099,14864,1235,0.9233,0.0767,0.9232871606932107,0.076712839
GA,MCINTOSH,191,10000,9244,756,0.9244,0.0756,0.9244,0.0756
GA,MERIWETHER,199,16947,15745,1202,0.9291,0.0709,0.9290729922700183,0.070927008
GA,MILLER,201,3972,3602,370,0.9068,0.0932,0.9068479355488419,0.093152064
GA,MITCHELL,205,13680,12277,1403,0.8974,0.1026,0.8974415204678362,0.10255847953216374
GA,MONROE,207,23536,21712,1824,0.9225,0.0775,0.9225016995241332,0.0774983
GA,MONTGOMERY,209,5669,5273,396,0.9301,0.0699,0.9301464103016405,0.06985359
GA,MORGAN,211,16780,15802,978,0.9417,0.0583,0.9417163289630512,0.058283671
GA,MURRAY,213,26072,24077,1995,0.9235,0.0765,0.9234811291807303,0.076518871
GA,MUSCOGEE,215,133871,115389,18482,0.8619,0.1381,0.8619417200140433,0.13805827998595663
GA,NEWTON,217,88293,80459,7834,0.9113,0.0887,0.9112726943245784,0.088727306
GA,OCONEE,219,32709,31165,1544,0.9528,0.0472,0.9527958665810633,0.047204133418936686
GA,OGLETHORPE,221,11892,11225,667,0.9439,0.0561,0.9439118735284224,0.056088126
GA,PAULDING,223,130111,119234,10877,0.9164,0.0836,0.9164021489343714,0.083597851
GA,PEACH,225,19741,18189,1552,0.9214,0.0786,0.9213818955473381,0.078618104
GA,PICKENS,227,27555,25383,2172,0.9212,0.0788,0.9211758301578661,0.07882417
GA,PIERCE,229,13493,12340,1153,0.9145,0.0855,0.9145482842955607,0.085451716
GA,PIKE,231,15843,14910,933,0.9411,0.0589,0.9411096383260746,0.058890362
GA,POLK,233,27122,24687,2435,0.9102,0.0898,0.9102204852149547,0.089779515
GA,PULASKI,235,6077,5624,453,0.9255,0.0745,0.9254566397893698,0.07454336
GA,PUTNAM,237,17389,16261,1128,0.9351,0.0649,0.9351314049111508,0.064868595
GA,QUITMAN,239,1655,1450,205,0.8761,0.1239,0.8761329305135952,0.12386706948640483
GA,RABUN,241,13934,12916,1018,0.9269,0.0731,0.9269412946748959,0.073058705
GA,RANDOLPH,243,4480,4119,361,0.9194,0.0806,0.9194196428571428,0.080580357
GA,RICHMOND,245,138240,122480,15760,0.886,0.114,0.8859953703703703,0.11400462962962964
GA,ROCKDALE,247,67470,61025,6445,0.9045,0.0955,0.904476063,0.095523937
GA,SCHLEY,249,3125,2939,186,0.9405,0.0595,0.94048,0.05952
GA,SCREVEN,251,10248,9572,676,0.934,0.066,0.9340359094457455,0.065964091
GA,SEMINOLE,253,6231,5308,923,0.8519,0.1481,0.8518696838388702,0.14813031616112984
GA,SPALDING,255,49342,45028,4314,0.9126,0.0874,0.9125694134814154,0.087430587
GA,STEPHENS,257,20014,18377,1637,0.9182,0.0818,0.9182072549215549,0.081792745
GA,STEWART,259,2883,2730,153,0.9469,0.0531,0.9469302809573361,0.053069719042663895
GA,SUMTER,261,18490,16847,1643,0.9111,0.0889,0.9111411573823689,0.088858843
GA,TALBOT,263,4700,4408,292,0.9379,0.0621,0.9378723404255319,0.062127659574468086
GA,TALIAFERRO,265,1280,1201,79,0.9383,0.0617,0.93828125,0.06171875
GA,TATTNALL,267,12532,11560,972,0.9224,0.0776,0.9224385572933291,0.077561443
GA,TAYLOR,269,5477,5107,370,0.9324,0.0676,0.9324447690341428,0.067555231
GA,TELFAIR,271,6461,6057,404,0.9375,0.0625,0.9374709797245009,0.06252902
GA,TERRELL,273,6473,5974,499,0.9229,0.0771,0.9229105515217055,0.077089448
GA,THOMAS,275,31998,29538,2460,0.9231,0.0769,0.9231201950121882,0.076879805
GA,TIFT,277,26861,24151,2710,0.8991,0.1009,0.8991102341684971,0.10088976583150293
GA,TOOMBS,279,16662,15052,1610,0.9034,0.0966,0.9033729444244388,0.096627056
GA,TOWNS,281,11016,10223,793,0.928,0.072,0.9280137981118374,0.071986202
GA,TREUTLEN,283,4417,4157,260,0.9411,0.0589,0.9411365179986416,0.058863482
GA,TROUP,285,46430,42473,3957,0.9148,0.0852,0.9147749300021538,0.08522507
GA,TURNER,287,5935,5504,431,0.9274,0.0726,0.927379949,0.072620051
GA,TWIGGS,289,6321,5903,418,0.9339,0.0661,0.9338712229077678,0.066128777
GA,UNION,291,22075,20859,1216,0.9449,0.0551,0.9449150622876558,0.055084938
GA,UPSON,293,19435,18060,1375,0.9293,0.0707,0.9292513506560329,0.070748649
GA,WALKER,295,46252,42041,4211,0.909,0.091,0.9089552884199602,0.091044712
GA,WALTON,297,79597,73927,5670,0.9288,0.0712,0.9287661595286254,0.07123384
GA,WARE,299,21347,19120,2227,0.8957,0.1043,0.8956762074296154,0.1043237925703846
GA,WARREN,301,3911,3621,290,0.9259,0.0741,0.9258501661979034,0.074149834
GA,WASHINGTON,303,13568,12730,838,0.9382,0.0618,0.9382370283018868,0.061762971698113206
GA,WAYNE,305,19554,18032,1522,0.9222,0.0778,0.9221642630663803,0.077835737
GA,WEBSTER,307,1757,1641,116,0.934,0.066,0.9339783722253842,0.066021628
GA,WHEELER,309,3363,3137,226,0.9328,0.0672,0.9327980969372583,0.067201903
GA,WHITE,311,22929,21252,1677,0.9269,0.0731,0.9268611801648567,0.07313882
GA,WHITFIELD,313,61599,56985,4614,0.9251,0.0749,0.9250961866264062,0.074903813
GA,WILCOX,315,4785,4397,388,0.9189,0.0811,0.9189132706374086,0.081086729
GA,WILKES,317,6996,6508,488,0.9302,0.0698,0.9302458547741567,0.069754145
GA,WILKINSON,319,6791,6330,461,0.9321,0.0679,0.9321160359299072,0.067883964
GA,WORTH,321,14073,12882,1191,0.9154,0.0846,0.9153698571733105,0.084630143
HI,HAWAII,1,127910,116385,11525,0.9099,0.0901,0.909897584,0.090102416
HI,HONOLULU,3,531639,489542,42097,0.9208,0.0792,0.9208165691380805,0.079183431
HI,KAUAI,7,45337,41872,3465,0.9236,0.0764,0.9235723581180934,0.076427642
HI,MAUI,9,106430,100310,6120,0.9425,0.0575,0.9424974161420652,0.057502583857934796
IA,ADAIR,1,5222,4392,830,0.8411,0.1589,0.8410570662581387,0.15894293374186136
IA,ADAMS,3,2741,2337,404,0.8526,0.1474,0.8526085370302809,0.14739146296971908
IA,ALLAMAKEE,5,9631,8090,1541,0.84,0.16,0.8399958467448863,0.1600041532551137
IA,APPANOOSE,7,8599,7109,1490,0.8267,0.1733,0.8267240376787999,0.17327596232120013
IA,AUDUBON,9,4065,3512,553,0.864,0.136,0.86396064,0.13603936039360393
IA,BENTON,11,18199,15791,2408,0.8677,0.1323,0.8676850376394307,0.13231496236056925
IA,BLACK HAWK,13,85253,68663,16590,0.8054,0.1946,0.8054027424254865,0.19459725757451352
IA,BOONE,15,19767,16883,2884,0.8541,0.1459,0.8541002681236404,0.1458997318763596
IA,BREMER,17,18063,15722,2341,0.8704,0.1296,0.8703980512650169,0.12960194873498312
IA,BUCHANAN,19,13823,11711,2112,0.8472,0.1528,0.8472111697894813,0.1527888302105187
IA,BUENA VISTA,21,11551,8723,2828,0.7552,0.2448,0.7551727123192797,0.2448272876807203
IA,BUTLER,23,9981,8671,1310,0.8688,0.1312,0.8687506261897605,0.13124937381023946
IA,CALHOUN,25,6522,5655,867,0.8671,0.1329,0.8670653173873045,0.1329346826126955
